"Daily BID rates @ +/- 0%"
"www.oanda.com/currency/historical-rates/"
""
""
"End Date","USD/SAR","USD/EUR","USD/CNY","USD/JPY","USD/GBP","","","","",""
"2010-01-21","3.7497","0.7097","6.8177","91.29","0.6161",,,,,
"2010-01-20","3.7497","0.7050","6.8173","91.11","0.6134",,,,,
"2010-01-19","3.7497","0.6970","6.8168","90.77","0.6104",,,,,
"2010-01-18","3.7470","0.6957","6.8168","90.82","0.6130",,,,,
"2010-01-17","3.7401","0.6950","6.8279","90.72","0.6147",,,,,
"2010-01-16","3.6978","0.6949","6.8279","90.72","0.6147",,,,,
"2010-01-15","3.7494","0.6936","6.8170","90.98","0.6134",,,,,
"2010-01-14","3.7492","0.6890","6.8176","91.48","0.6136",,,,,
"2010-01-13","3.7492","0.6895","6.8168","91.23","0.6163",,,,,
"2010-01-12","3.7492","0.6898","6.8166","91.69","0.6201",,,,,
"2010-01-11","3.7492","0.6894","6.8165","92.29","0.6205",,,,,
"2010-01-10","3.7402","0.6936","6.8278","92.60","0.6238",,,,,
"2010-01-09","3.7400","0.6937","6.8284","92.61","0.6239",,,,,
"2010-01-08","3.7496","0.6976","6.8177","93.10","0.6257",,,,,
"2010-01-07","3.7497","0.6961","6.8178","92.73","0.6263",,,,,
"2010-01-06","3.7496","0.6961","6.8183","92.15","0.6253",,,,,
"2010-01-05","3.7497","0.6936","6.8170","91.94","0.6227",,,,,
"2010-01-04","3.7487","0.6966","6.8169","92.78","0.6199",,,,,
"2010-01-03","3.7404","0.6984","6.8295","92.98","0.6188",,,,,
"2010-01-02","3.7506","0.6949","6.8269","93.00","0.6198",,,,,
"2010-01-01","3.7404","0.6985","6.8269","92.99","0.6188",,,,,
"2009-12-31","3.7482","0.6960","6.8269","92.56","0.6200",,,,,
"2009-12-30","3.7502","0.6977","6.8172","92.23","0.6278",,,,,
"2009-12-29","3.7504","0.6950","6.8187","91.76","0.6254",,,,,
"2009-12-28","3.7491","0.6949","6.8198","91.53","0.6259",,,,,
"2009-12-27","3.7410","0.6948","6.8051","91.30","0.6264",,,,,
"2009-12-26","3.7505","0.6945","6.8279","91.18","0.6243",,,,,
"2009-12-25","3.7478","0.6950","6.8279","91.37","0.6261",,,,,
"2009-12-24","3.7502","0.6963","6.8126","91.49","0.6260",,,,,
"2009-12-23","3.7501","0.7003","6.8180","91.69","0.6266",,,,,
"2009-12-22","3.7502","0.7000","6.8190","91.41","0.6240",,,,,
"2009-12-21","3.7466","0.6980","6.8184","90.59","0.6205",,,,,
"2009-12-20","3.7409","0.6973","6.8290","90.43","0.6187",,,,,
"2009-12-19","3.7409","0.6972","6.7991","90.43","0.6187",,,,,
"2009-12-18","3.7501","0.6968","6.8185","90.05","0.6186",,,,,
"2009-12-17","3.7501","0.6942","6.8195","89.97","0.6168",,,,,
"2009-12-16","3.7501","0.6874","6.8187","89.64","0.6134",,,,,
"2009-12-15","3.7501","0.6854","6.8186","89.18","0.6146",,,,,
"2009-12-14","3.7461","0.6828","6.8193","88.68","0.6152",,,,,
"2009-12-13","3.7409","0.6839","6.8277","89.02","0.6148",,,,,
"2009-12-12","3.7506","0.6839","6.8178","89.02","0.6148",,,,,
"2009-12-11","3.7501","0.6800","6.8178","88.87","0.6142",,,,,
"2009-12-10","3.7502","0.6790","6.8166","88.14","0.6144",,,,,
"2009-12-09","3.7501","0.6792","6.8184","88.08","0.6150",,,,,
"2009-12-08","3.7500","0.6758","6.8179","88.80","0.6109",,,,,
"2009-12-07","3.7489","0.6736","6.8188","89.87","0.6086",,,,,
"2009-12-06","3.7405","0.6729","6.8271","90.48","0.6071",,,,,
"2009-12-05","3.7405","0.6729","6.8166","90.51","0.6070",,,,,
"2009-12-04","3.7499","0.6663","6.8167","88.78","0.6039",,,,,
"2009-12-03","3.7503","0.6626","6.8167","87.90","0.6010",,,,,
"2009-12-02","3.7503","0.6631","6.8168","87.08","0.6013",,,,,
"2009-12-01","3.7501","0.6644","6.8184","86.78","0.6053",,,,,
"2009-11-30","3.7484","0.6654","6.8173","86.43","0.6060",,,,,
"2009-11-29","3.7404","0.6668","6.8265","86.56","0.6055",,,,,
"2009-11-28","3.7404","0.6669","6.8185","86.49","0.6057",,,,,
"2009-11-27","3.7498","0.6694","6.8185","86.38","0.6087",,,,,
"2009-11-26","3.7498","0.6633","6.8167","86.85","0.6024",,,,,
"2009-11-25","3.7497","0.6654","6.8185","87.99","0.6004",,,,,
"2009-11-24","3.7496","0.6689","6.8188","88.70","0.6035",,,,,
"2009-11-23","3.7483","0.6691","6.8211","88.91","0.6034",,,,,
"2009-11-22","3.7501","0.6726","6.8281","88.83","0.6056",,,,,
"2009-11-21","3.7403","0.6726","6.8176","88.84","0.6056",,,,,
"2009-11-20","3.7496","0.6718","6.8178","88.93","0.6032",,,,,
"2009-11-19","3.7500","0.6709","6.8178","89.05","0.5995",,,,,
"2009-11-18","3.7500","0.6703","6.8169","89.23","0.5955",,,,,
"2009-11-17","3.7500","0.6703","6.8178","89.13","0.5948",,,,,
"2009-11-16","3.7485","0.6683","6.8165","89.45","0.5975",,,,,
"2009-11-15","3.7406","0.6707","6.8255","89.59","0.5995",,,,,
"2009-11-14","3.7501","0.6708","6.8270","89.59","0.5996",,,,,
"2009-11-13","3.7499","0.6723","6.8163","89.98","0.6010",,,,,
"2009-11-12","3.7499","0.6690","6.8166","89.99","0.6035",,,,,
"2009-11-11","3.7498","0.6667","6.8164","89.77","0.5995",,,,,
"2009-11-10","3.7498","0.6674","6.8178","89.89","0.5984",,,,,
"2009-11-09","3.7481","0.6687","6.8165","89.98","0.5977",,,,,
"2009-11-08","3.7501","0.6731","6.8277","89.84","0.6016",,,,,
"2009-11-07","3.7403","0.6733","6.8276","89.84","0.6017",,,,,
"2009-11-06","3.7498","0.6725","6.8175","90.40","0.6026",,,,,
"2009-11-05","3.7499","0.6731","6.8176","90.49","0.6042",,,,,
"2009-11-04","3.7498","0.6771","6.8186","90.59","0.6064",,,,,
"2009-11-03","3.7498","0.6789","6.8181","90.25","0.6110",,,,,
"2009-11-02","3.7461","0.6774","6.8189","90.07","0.6096",,,,,
"2009-11-01","3.7404","0.6793","6.8279","90.02","0.6079",,,,,
"2009-10-31","3.7496","0.6793","6.8175","90.94","0.6079",,,,,
"2009-10-30","3.7485","0.6754","6.8181","90.94","0.6051",,,,,
"2009-10-29","3.7498","0.6776","6.8195","90.86","0.6078",,,,,
"2009-10-28","3.7499","0.6762","6.8189","91.18","0.6109",,,,,
"2009-10-27","3.7499","0.6731","6.8202","92.03","0.6116",,,,,
"2009-10-26","3.7457","0.6671","6.8178","91.95","0.6130",,,,,
"2009-10-25","3.7396","0.6662","6.8100","92.00","0.6132",,,,,
"2009-10-24","3.7486","0.6662","6.8290","92.03","0.6131",,,,,
"2009-10-23","3.7491","0.6655","6.8179","91.73","0.6062",,,,,
"2009-10-22","3.7497","0.6667","6.8173","91.24","0.6027",,,,,
"2009-10-21","3.7497","0.6686","6.8171","90.85","0.6060",,,,,
"2009-10-20","3.7497","0.6686","6.8161","90.50","0.6097",,,,,
"2009-10-19","3.7489","0.6705","6.8166","90.77","0.6122",,,,,
"2009-10-18","3.7399","0.6706","6.8170","90.84","0.6114",,,,,
"2009-10-17","3.7399","0.6706","6.8170","90.83","0.6112",,,,,
"2009-10-16","3.7492","0.6705","6.8170","90.88","0.6123",,,,,
"2009-10-15","3.7497","0.6697","6.8158","89.93","0.6190",,,,,
"2009-10-14","3.7498","0.6717","6.8150","89.37","0.6265",,,,,
"2009-10-13","3.7495","0.6754","6.8159","89.78","0.6323",,,,,
"2009-10-12","3.7458","0.6782","6.8151","89.99","0.6323",,,,,
"2009-10-11","3.7399","0.6787","6.8154","89.68","0.6309",,,,,
"2009-10-10","3.7399","0.6786","6.8154","89.69","0.6309",,,,,
"2009-10-09","3.7488","0.6785","6.8161","89.18","0.6261",,,,,
"2009-10-08","3.7486","0.6776","6.8165","88.40","0.6236",,,,,
"2009-10-07","3.7496","0.6803","6.8165","88.70","0.6286",,,,,
"2009-10-06","3.7493","0.6798","6.8164","89.07","0.6272",,,,,
"2009-10-05","3.7452","0.6836","6.8164","89.71","0.6267",,,,,
"2009-10-04","3.7405","0.6857","6.8165","89.74","0.6269",,,,,
"2009-10-03","3.7406","0.6858","6.8165","89.75","0.6268",,,,,
"2009-10-02","3.7492","0.6870","6.8165","89.44","0.6287",,,,,
"2009-10-01","3.7496","0.6856","6.8165","89.83","0.6260",,,,,
"2009-09-30","3.7498","0.6838","6.8165","89.75","0.6242",,,,,
"2009-09-29","3.7498","0.6853","6.8176","89.97","0.6281",,,,,
"2009-09-28","3.7483","0.6833","6.8182","89.36","0.6304",,,,,
"2009-09-27","3.7405","0.6805","6.8189","89.61","0.6266",,,,,
"2009-09-26","3.7405","0.6805","6.8189","89.61","0.6267",,,,,
"2009-09-25","3.7493","0.6816","6.8188","90.43","0.6256",,,,,
"2009-09-24","3.7491","0.6791","6.8171","91.02","0.6162",,,,,
"2009-09-23","3.7494","0.6761","6.8160","91.08","0.6099",,,,,
"2009-09-22","3.7490","0.6778","6.8175","91.48","0.6136",,,,,
"2009-09-21","3.7482","0.6814","6.8190","91.88","0.6171",,,,,
"2009-09-20","3.7405","0.6795","6.8181","91.24","0.6144",,,,,
"2009-09-19","3.7405","0.6795","6.8181","91.24","0.6144",,,,,
"2009-09-18","3.7493","0.6796","6.8178","91.25","0.6117",,,,,
"2009-09-17","3.7499","0.6790","6.8166","91.05","0.6061",,,,,
"2009-09-16","3.7500","0.6809","6.8174","90.76","0.6065",,,,,
"2009-09-15","3.7498","0.6839","6.8190","91.08","0.6044",,,,,
"2009-09-14","3.7479","0.6861","6.8186","90.65","0.6026",,,,,
"2009-09-13","3.7405","0.6860","6.8290","90.65","0.6000",,,,,
"2009-09-12","3.7405","0.6861","6.7880","90.67","0.6001",,,,,
"2009-09-11","3.7493","0.6853","6.8173","91.03","0.5992",,,,,
"2009-09-10","3.7497","0.6866","6.8189","91.98","0.6031",,,,,
"2009-09-09","3.7497","0.6887","6.8182","92.25","0.6051",,,,,
"2009-09-08","3.7494","0.6934","6.8178","92.49","0.6079",,,,,
"2009-09-07","3.7478","0.6976","6.8203","93.05","0.6102",,,,,
"2009-09-06","3.7402","0.6995","6.8085","92.96","0.6099",,,,,
"2009-09-05","3.7403","0.6995","6.8205","92.96","0.6099",,,,,
"2009-09-04","3.7482","0.7009","6.8206","92.77","0.6116",,,,,
"2009-09-03","3.7494","0.7004","6.8207","92.39","0.6129",,,,,
"2009-09-02","3.7487","0.7028","6.8210","92.61","0.6174",,,,,
"2009-09-01","3.7489","0.6989","6.8205","93.07","0.6155",,,,,
"2009-08-31","3.7471","0.6991","6.8212","92.96","0.6154",,,,,
"2009-08-30","3.7403","0.6989","6.8212","93.47","0.6145",,,,,
"2009-08-29","3.7403","0.6989","6.8212","93.49","0.6145",,,,,
"2009-08-28","3.7487","0.6968","6.8212","93.69","0.6135",,,,,
"2009-08-27","3.7492","0.7011","6.8219","93.74","0.6165",,,,,
"2009-08-26","3.7491","0.7003","6.8214","94.16","0.6140",,,,,
"2009-08-25","3.7491","0.6991","6.8217","94.21","0.6102",,,,,
"2009-08-24","3.7456","0.6982","6.8214","94.67","0.6068",,,,,
"2009-08-23","3.7401","0.6978","6.8215","94.33","0.6055",,,,,
"2009-08-22","3.7401","0.6978","6.8215","94.34","0.6055",,,,,
"2009-08-21","3.7489","0.6999","6.8216","94.01","0.6060",,,,,
"2009-08-20","3.7493","0.7026","6.8221","94.21","0.6053",,,,,
"2009-08-19","3.7495","0.7064","6.8261","94.30","0.6061",,,,,
"2009-08-18","3.7488","0.7086","6.8245","94.80","0.6083",,,,,
"2009-08-17","3.7481","0.7084","6.8248","94.54","0.6103",,,,,
"2009-08-16","3.7407","0.7039","6.8335","94.87","0.6044",,,,,
"2009-08-15","3.7407","0.7038","6.8234","94.89","0.6043",,,,,
"2009-08-14","3.7492","0.7014","6.8234","95.03","0.6040",,,,,
"2009-08-13","3.7496","0.7016","6.8242","95.87","0.6041",,,,,
"2009-08-12","3.7494","0.7060","6.8251","95.83","0.6066",,,,,
"2009-08-11","3.7494","0.7068","6.8250","96.52","0.6066",,,,,
"2009-08-10","3.7480","0.7053","6.8247","97.26","0.6019",,,,,
"2009-08-09","3.7406","0.7048","6.8170","97.52","0.5992",,,,,
"2009-08-08","3.7407","0.7048","6.8218","97.52","0.5992",,,,,
"2009-08-07","3.7492","0.6989","6.8218","96.05","0.5973",,,,,
"2009-08-06","3.7497","0.6951","6.8211","95.28","0.5912",,,,,
"2009-08-05","3.7498","0.6942","6.8217","95.10","0.5893",,,,,
"2009-08-04","3.7498","0.6943","6.8203","95.11","0.5902",,,,,
"2009-08-03","3.7472","0.6989","6.8210","94.94","0.5946",,,,,
"2009-08-02","3.7407","0.7011","6.8329","94.64","0.5980",,,,,
"2009-08-01","3.7407","0.7012","6.8015","94.63","0.5981",,,,,
"2009-07-31","3.7492","0.7068","6.8329","95.27","0.6034",,,,,
"2009-07-30","3.7497","0.7112","6.8226","95.24","0.6079",,,,,
"2009-07-29","3.7495","0.7081","6.8223","94.67","0.6096",,,,,
"2009-07-28","3.7490","0.7029","6.8209","94.80","0.6068",,,,,
"2009-07-27","3.7460","0.7024","6.8214","95.00","0.6072",,,,,
"2009-07-26","3.7405","0.7038","6.8225","94.75","0.6084",,,,,
"2009-07-25","3.7405","0.7039","6.8225","94.75","0.6085",,,,,
"2009-07-24","3.7492","0.7045","6.8225","94.82","0.6072",,,,,
"2009-07-23","3.7496","0.7030","6.8217","94.37","0.6061",,,,,
"2009-07-22","3.7490","0.7040","6.8216","93.57","0.6092",,,,,
"2009-07-21","3.7498","0.7036","6.8218","93.93","0.6071",,,,,
"2009-07-20","3.7487","0.7046","6.8227","94.46","0.6076",,,,,
"2009-07-19","3.7403","0.7089","6.8213","94.16","0.6120",,,,,
"2009-07-18","3.7403","0.7089","6.8213","94.16","0.6120",,,,,
"2009-07-17","3.7493","0.7085","6.8215","93.85","0.6115",,,,,
"2009-07-16","3.7499","0.7091","6.8215","93.87","0.6092",,,,,
"2009-07-15","3.7500","0.7120","6.8225","93.71","0.6106",,,,,
"2009-07-14","3.7500","0.7156","6.8229","93.11","0.6143",,,,,
"2009-07-13","3.7430","0.7168","6.8234","92.56","0.6172",,,,,
"2009-07-12","3.7405","0.7173","6.8325","92.52","0.6167",,,,,
"2009-07-11","3.7405","0.7173","6.8227","92.52","0.6167",,,,,
"2009-07-10","3.7494","0.7166","6.8227","92.67","0.6152",,,,,
"2009-07-09","3.7498","0.7167","6.8234","93.01","0.6179",,,,,
"2009-07-08","3.7499","0.7197","6.8237","93.99","0.6219",,,,,
"2009-07-07","3.7498","0.7160","6.8235","95.16","0.6167",,,,,
"2009-07-06","3.7486","0.7170","6.8254","95.36","0.6161",,,,,
"2009-07-05","3.7405","0.7151","6.8223","96.00","0.6121",,,,,
"2009-07-04","3.7405","0.7151","6.8223","95.99","0.6121",,,,,
"2009-07-03","3.7495","0.7149","6.8223","95.94","0.6114",,,,,
"2009-07-02","3.7500","0.7103","6.8225","96.39","0.6090",,,,,
"2009-07-01","3.7496","0.7100","6.8225","96.63","0.6074",,,,,
"2009-06-30","3.7491","0.7099","6.8212","96.03","0.6036",,,,,
"2009-06-29","3.7490","0.7118","6.8248","95.53","0.6053",,,,,
"2009-06-28","3.7405","0.7111","6.8242","95.14","0.6050",,,,,
"2009-06-27","3.7405","0.7111","6.8242","95.14","0.6050",,,,,
"2009-06-26","3.7489","0.7116","6.8243","95.60","0.6074",,,,,
"2009-06-25","3.7496","0.7167","6.8245","96.10","0.6108",,,,,
"2009-06-24","3.7494","0.7117","6.8238","95.39","0.6066",,,,,
"2009-06-23","3.7500","0.7172","6.8273","95.37","0.6121",,,,,
"2009-06-22","3.7486","0.7203","6.8250","95.98","0.6086",,,,,
"2009-06-21","3.7408","0.7172","6.8266","96.22","0.6060",,,,,
"2009-06-20","3.7408","0.7173","6.8266","96.22","0.6061",,,,,
"2009-06-19","3.7492","0.7179","6.8266","96.59","0.6094",,,,,
"2009-06-18","3.7496","0.7171","6.8246","95.99","0.6116",,,,,
"2009-06-17","3.7488","0.7209","6.8282","96.19","0.6113",,,,,
"2009-06-16","3.7492","0.7225","6.8246","96.82","0.6111",,,,,
"2009-06-15","3.7454","0.7202","6.8276","98.16","0.6114",,,,,
"2009-06-14","3.7401","0.7132","6.8234","98.36","0.6079",,,,,
"2009-06-13","3.7401","0.7132","6.8234","98.36","0.6079",,,,,
"2009-06-12","3.7472","0.7115","6.8234","98.00","0.6060",,,,,
"2009-06-11","3.7486","0.7123","6.8267","97.92","0.6077",,,,,
"2009-06-10","3.7488","0.7115","6.8231","97.79","0.6117",,,,,
"2009-06-09","3.7488","0.7168","6.8259","98.00","0.6191",,,,,
"2009-06-08","3.7455","0.7186","6.8257","98.50","0.6271",,,,,
"2009-06-07","3.7400","0.7157","6.8225","98.61","0.6256",,,,,
"2009-06-06","3.7400","0.7157","6.8225","98.61","0.6255",,,,,
"2009-06-05","3.7480","0.7079","6.8230","97.25","0.6222",,,,,
"2009-06-04","3.7483","0.7055","6.8233","96.34","0.6146",,,,,
"2009-06-03","3.7412","0.7024","6.8183","95.90","0.6051",,,,,
"2009-06-02","3.7491","0.7039","6.8198","96.08","0.6073",,,,,
"2009-06-01","3.7456","0.7056","6.8183","95.45","0.6124",,,,,
"2009-05-31","3.7404","0.7065","6.8183","95.27","0.6175",,,,,
"2009-05-30","3.7404","0.7065","6.8183","95.29","0.6175",,,,,
"2009-05-29","3.7415","0.7120","6.8183","95.87","0.6208",,,,,
"2009-05-28","3.7499","0.7206","6.8183","96.46","0.6273",,,,,
"2009-05-27","3.7495","0.7169","6.8200","95.22","0.6252",,,,,
"2009-05-26","3.7479","0.7162","6.8194","94.82","0.6293",,,,,
"2009-05-25","3.7468","0.7141","6.8137","94.84","0.6289",,,,,
"2009-05-24","3.7401","0.7141","6.8144","94.72","0.6276",,,,,
"2009-05-23","3.7401","0.7141","6.8144","94.73","0.6275",,,,,
"2009-05-22","3.7420","0.7163","6.8144","94.28","0.6299",,,,,
"2009-05-21","3.7494","0.7246","6.8149","94.62","0.6349",,,,,
"2009-05-20","3.7488","0.7310","6.8149","95.58","0.6429",,,,,
"2009-05-19","3.7493","0.7357","6.8151","96.27","0.6484",,,,,
"2009-05-18","3.7485","0.7418","6.8165","95.48","0.6567",,,,,
"2009-05-17","3.7404","0.7408","6.8147","95.13","0.6586",,,,,
"2009-05-16","3.7404","0.7407","6.8147","95.16","0.6585",,,,,
"2009-05-15","3.7483","0.7363","6.8147","95.45","0.6574",,,,,
"2009-05-14","3.7489","0.7359","6.8137","95.51","0.6600",,,,,
"2009-05-13","3.7491","0.7326","6.8118","96.08","0.6567",,,,,
"2009-05-12","3.7484","0.7341","6.8126","97.09","0.6579",,,,,
"2009-05-11","3.7450","0.7344","6.8116","98.01","0.6593",,,,,
"2009-05-10","3.7401","0.7332","6.8110","98.43","0.6563",,,,,
"2009-05-09","3.7401","0.7332","6.8110","98.41","0.6563",,,,,
"2009-05-08","3.7406","0.7436","6.8111","99.03","0.6629",,,,,
"2009-05-07","3.7407","0.7492","6.8118","98.99","0.6636",,,,,
"2009-05-06","3.7483","0.7516","6.8110","98.47","0.6640",,,,,
"2009-05-05","3.7486","0.7474","6.8092","98.87","0.6642",,,,,
"2009-05-04","3.7473","0.7512","6.8136","99.30","0.6694",,,,,
"2009-05-03","3.7401","0.7533","6.8095","99.11","0.6699",,,,,
"2009-05-02","3.7401","0.7533","6.8095","99.11","0.6699",,,,,
"2009-05-01","3.7484","0.7541","6.8095","99.09","0.6739",,,,,
"2009-04-30","3.7495","0.7530","6.8106","97.95","0.6751",,,,,
"2009-04-29","3.7486","0.7567","6.8152","96.86","0.6794",,,,,
"2009-04-28","3.7490","0.7669","6.8176","96.33","0.6846",,,,,
"2009-04-27","3.7472","0.7604","6.8162","96.71","0.6842",,,,,
"2009-04-26","3.7405","0.7549","6.8169","97.12","0.6810",,,,,
"2009-04-25","3.7497","0.7550","6.8169","97.12","0.6800",,,,,
"2009-04-24","3.7495","0.7574","6.8170","97.29","0.6814",,,,,
"2009-04-23","3.7488","0.7672","6.8193","98.02","0.6873",,,,,
"2009-04-22","3.7490","0.7718","6.8193","98.21","0.6854",,,,,
"2009-04-21","3.7490","0.7728","6.8188","98.22","0.6860",,,,,
"2009-04-20","3.7450","0.7705","6.8230","98.69","0.6824",,,,,
"2009-04-19","3.7402","0.7663","6.8226","99.11","0.6755",,,,,
"2009-04-18","3.7402","0.7663","6.8226","99.11","0.6756",,,,,
"2009-04-17","3.7485","0.7635","6.8226","99.34","0.6736",,,,,
"2009-04-16","3.7486","0.7577","6.8225","99.11","0.6686",,,,,
"2009-04-15","3.7484","0.7559","6.8223","98.96","0.6699",,,,,
"2009-04-14","3.7484","0.7514","6.8207","99.64","0.6721",,,,,
"2009-04-13","3.7440","0.7558","6.8255","100.35","0.6794",,,,,
"2009-04-12","3.7405","0.7581","6.8255","100.20","0.6812",,,,,
"2009-04-11","3.7405","0.7581","6.8255","100.20","0.6812",,,,,
"2009-04-10","3.7492","0.7609","6.8255","100.37","0.6826",,,,,
"2009-04-09","3.7493","0.7550","6.8255","100.07","0.6808",,,,,
"2009-04-08","3.7494","0.7557","6.8262","100.06","0.6805",,,,,
"2009-04-07","3.7490","0.7505","6.8253","100.51","0.6801",,,,,
"2009-04-06","3.7456","0.7408","6.8248","100.80","0.6729",,,,,
"2009-04-05","3.7405","0.7413","6.8255","100.25","0.6736",,,,,
"2009-04-04","3.7405","0.7413","6.8255","100.26","0.6736",,,,,
"2009-04-03","3.7492","0.7439","6.8253","99.79","0.6777",,,,,
"2009-04-02","3.7487","0.7500","6.8242","99.08","0.6855",,,,,
"2009-04-01","3.7487","0.7560","6.8240","98.80","0.6964",,,,,
"2009-03-31","3.7433","0.7532","6.8263","98.61","0.6987",,,,,
"2009-03-30","3.7450","0.7571","6.8256","97.27","0.7036",,,,,
"2009-03-29","3.7402","0.7523","6.8219","97.82","0.6984",,,,,
"2009-03-28","3.7402","0.7522","6.8219","97.81","0.6981",,,,,
"2009-03-27","3.7488","0.7433","6.8219","98.21","0.6945",,,,,
"2009-03-26","3.7472","0.7367","6.8218","98.04","0.6870",,,,,
"2009-03-25","3.7487","0.7408","6.8209","97.71","0.6833",,,,,
"2009-03-24","3.7484","0.7355","6.8196","97.85","0.6815",,,,,
"2009-03-23","3.7445","0.7336","6.8238","96.40","0.6883",,,,,
"2009-03-22","3.7407","0.7360","6.8167","95.89","0.6911",,,,,
"2009-03-21","3.7407","0.7360","6.8167","95.89","0.6911",,,,,
"2009-03-20","3.7492","0.7338","6.8167","95.03","0.6906",,,,,
"2009-03-19","3.7492","0.7385","6.8176","95.39","0.6967",,,,,
"2009-03-18","3.7492","0.7645","6.8249","98.29","0.7133",,,,,
"2009-03-17","3.7490","0.7700","6.8271","98.52","0.7113",,,,,
"2009-03-16","3.7443","0.7720","6.8283","98.23","0.7109",,,,,
"2009-03-15","3.7408","0.7732","6.8279","97.91","0.7139",,,,,
"2009-03-14","3.7408","0.7731","6.8279","97.92","0.7139",,,,,
"2009-03-13","3.7411","0.7747","6.8280","98.09","0.7163",,,,,
"2009-03-12","3.7492","0.7804","6.8292","97.00","0.7226",,,,,
"2009-03-11","3.7482","0.7862","6.8311","98.29","0.7263",,,,,
"2009-03-10","3.7479","0.7882","6.8303","98.63","0.7237",,,,,
"2009-03-09","3.7433","0.7907","6.8315","98.56","0.7149",,,,,
"2009-03-08","3.7388","0.7899","6.8300","98.21","0.7093",,,,,
"2009-03-07","3.7388","0.7900","6.8300","98.21","0.7093",,,,,
"2009-03-06","3.7421","0.7916","6.8301","97.61","0.7053",,,,,
"2009-03-05","3.7489","0.7945","6.8298","99.04","0.7070",,,,,
"2009-03-04","3.7492","0.7972","6.8329","98.88","0.7105",,,,,
"2009-03-03","3.7460","0.7936","6.8322","97.76","0.7109",,,,,
"2009-03-02","3.7484","0.7941","6.8348","97.41","0.7060",,,,,
"2009-03-01","3.7409","0.7891","6.8289","97.53","0.6984",,,,,
"2009-02-28","3.7409","0.7890","6.8289","97.54","0.6984",,,,,
"2009-02-27","3.7500","0.7877","6.8288","97.75","0.7012",,,,,
"2009-02-26","3.7492","0.7846","6.8275","97.94","0.7006",,,,,
"2009-02-25","3.7501","0.7805","6.8279","96.93","0.6928",,,,,
"2009-02-24","3.7496","0.7843","6.8285","95.54","0.6896",,,,,
"2009-02-23","3.7437","0.7793","6.8261","93.61","0.6895",,,,,
"2009-02-22","3.7407","0.7796","6.8272","93.30","0.6928",,,,,
"2009-02-21","3.7407","0.7793","6.8272","93.29","0.6926",,,,,
"2009-02-20","3.7494","0.7902","6.8262","93.95","0.6998",,,,,
"2009-02-19","3.7488","0.7916","6.8265","93.79","0.6988",,,,,
"2009-02-18","3.7482","0.7947","6.8262","92.76","0.7028",,,,,
"2009-02-17","3.7482","0.7903","6.8267","92.13","0.7024",,,,,
"2009-02-16","3.7482","0.7828","6.8190","91.71","0.7020",,,,,
"2009-02-15","3.7483","0.7774","6.8297","91.75","0.6969",,,,,
"2009-02-14","3.7483","0.7771","6.8297","91.81","0.6963",,,,,
"2009-02-13","3.7483","0.7757","6.8280","91.33","0.6945",,,,,
"2009-02-12","3.7483","0.7775","6.8229","90.22","0.6996",,,,,
"2009-02-11","3.7483","0.7746","6.8234","90.27","0.6925",,,,,
"2009-02-10","3.7483","0.7736","6.8172","91.14","0.6769",,,,,
"2009-02-09","3.7472","0.7707","6.8277","91.57","0.6737",,,,,
"2009-02-08","3.7457","0.7725","6.8227","91.85","0.6760",,,,,
"2009-02-07","3.7457","0.7725","6.8227","91.84","0.6760",,,,,
"2009-02-06","3.7481","0.7797","6.8232","91.31","0.6811",,,,,
"2009-02-05","3.7480","0.7789","6.8246","89.91","0.6887",,,,,
"2009-02-04","3.7484","0.7725","6.8220","89.38","0.6929",,,,,
"2009-02-03","3.7488","0.7760","6.8311","89.43","0.7006",,,,,
"2009-02-02","3.7491","0.7831","6.8383","89.56","0.6995",,,,,
"2009-02-01","3.7497","0.7803","6.8297","89.88","0.6877",,,,,
"2009-01-31","3.7497","0.7802","6.8297","89.88","0.6876",,,,,
"2009-01-30","3.7485","0.7768","6.8297","89.66","0.6989",,,,,
"2009-01-29","3.7485","0.7641","6.8297","90.01","0.7027",,,,,
"2009-01-28","3.7485","0.7556","6.8297","89.37","0.7016",,,,,
"2009-01-27","3.7485","0.7574","6.8297","89.21","0.7099",,,,,
"2009-01-26","3.7485","0.7695","6.8297","89.01","0.7265",,,,,
"2009-01-25","3.7483","0.7696","6.8297","88.73","0.7241",,,,,
"2009-01-24","3.7483","0.7697","6.8297","88.73","0.7240",,,,,
"2009-01-23","3.7403","0.7745","6.8304","88.76","0.7281",,,,,
"2009-01-22","3.7482","0.7692","6.8271","88.97","0.7210",,,,,
"2009-01-21","3.7481","0.7741","6.8295","89.52","0.7222",,,,,
"2009-01-20","3.7481","0.7704","6.8300","90.34","0.7080",,,,,
"2009-01-19","3.7467","0.7540","6.8225","90.69","0.6802",,,,,
"2009-01-18","3.7412","0.7530","6.8270","90.70","0.6781",,,,,
"2009-01-17","3.7412","0.7534","6.8270","90.69","0.6785",,,,,
"2009-01-16","3.7486","0.7558","6.8269","90.31","0.6758",,,,,
"2009-01-15","3.7487","0.7603","6.8255","89.15","0.6846",,,,,
"2009-01-14","3.7487","0.7568","6.8250","89.34","0.6865",,,,,
"2009-01-13","3.7487","0.7532","6.8251","89.31","0.6816",,,,,
"2009-01-12","3.7494","0.7462","6.8268","89.81","0.6668",,,,,
"2009-01-11","3.7504","0.7419","6.8255","90.33","0.6594",,,,,
